/mbaggett/int/img/images/coursera.svg!;Coursera!;https://www.coursera.org/!;"Coursera is a leading online learning platform for higher education, come to learn skills of the future. Coursera is partnered with top universities and industry educators."
/mbaggett/int/img/images/aci.png!;ACI Learning!;https://www.itpro.tv/!;"ACI Learning courses are broken down into half-hour, self-contained chunks. Much more engaging than other training options and the have apps for most devices, including Apple tvOS."
/mbaggett/int/img/images/stormwind-icon.png!;Stormwind Studio!;https://stormwindstudios.com/!;"With Stormwind Studios you can attend unlimited live classes, and if you get busy, watch the recording anytime. They have an extenisve libray of pre-recorded courses as well."
/mbaggett/int/img/images/linkedin.svg!;LinkedIN Learning!;https://www.linkedin.com/learning/!;"LinkedIn Learning is an American online learning platform. It provides video courses taught by industry experts in software, creative, and business skills."
/mbaggett/int/img/images/microsoft.svg!;Microsoft Learn!;https://learn.microsoft.com/en-us/!;"Microsoft Learn allows you to learn products and services through task-based, interactive learning. Go at your own pace and have access to everything you need.
/mbaggett/int/img/images/w3schools.svg!;W3 Schools!;https://www.w3schools.com/!;"W3Schools is a freemium educational website for learning coding online. W3Schools offers courses covering many aspects of web development."
/mbaggett/int/img/images/github-logo-fun-nobg.png!;Github Certification Exams!;https://examregistration.github.com/login!;"GitHub is establishing certification paths for the product. Each certification requires you to pass one or more exams to earn that certification."
/mbaggett/int/img/images/exercism.svg!;Exercism!;https://exercism.org/!;"Exercism focusses on the learning journey, not the destination. The process and enjoyment of learning is more important than absolute factual correctness."
/mbaggett/int/img/images/apple.svg!;Apple: IT Training!;https://training.apple.com/it!;"Apple offers their technical training for free online to everyone. Certification tests are available but are not free. There are considerably fewer training offerings, when compared to Microsoft."
/mbaggett/int/img/images/jamf.svg!;JAMF: Apple Endpoint Management!;https://www.jamf.com!;"JAMF provides a complete enterprise management and security solution for Apple devices. Both on-premise and cloud solutions are available. Easy to manage and enterprise-secure."
/mbaggett/int/img/images/linux-penguin.svg!;Linux Kernel Organization!;https://kernel.org/!;"The Linux Kernel Organization is managed by The Linux Foundation, which provides full technical, financial and staffing support for running and maintaining the kernel.org infrastructure."
/mbaggett/int/img/images/lpi-logo.png!;Linux Professional Institute"!;https://www.lpi.org!;"The Linux Professional Institute is the largest vendor-neutral Linux and open source certification body. Some classes are free to everyone and others require a fee. Certification tests are available for a fee."
