/mbaggett/int/img/images/o365.svg!;Microsoft Office365!;https://www.office.com/login!;"Microsoft 365 is available to all students, instructors and staff at the University of North Texas. Follow the link above to login with your UNT account information."
/mbaggett/int/img/images/azure.svg!;Microsoft Azure!;https://portal.azure.com/!;"Microsoft Azure is a cloud computing platform which offers access, management, and development of applications and services through global data centers."
/mbaggett/int/img/images/github-purple.svg!;Github!;https://github.com!;"GitHub is a platform and cloud-based service for software development and version control, allowing developers to store and manage their code."
/mbaggett/int/img/images/github-green.svg!;Github Enterpise: UNT-System!;https://github.com/UNT-System!;"This is the UNT Github Enterprise instance."
/mbaggett/int/img/images/github-mark.svg!;Github Organization: CVAD!;https://github.com/UNT-System!;"This is the College of Visual Arts and Design, Github Organization within the UNT System Github Enterprise instance."
/mbaggett/int/img/images/github-logo-fun-nobg.png!;Github Certification Exams!;https://examregistration.github.com/login!;"GitHub is establishing certification paths for the product. Each certification requires you to pass one or more exams to earn that certification."
/mbaggett/int/img/images/discord.svg!;Discord!;https://discord.com!;"Discord is a social-media collaboration platform with servers organized into channels by topic. Collaborate and communicate with instant messaging, VOIP, and video chats."
/mbaggett/int/img/images/chatgpt.svg!;OpenAI: ChatGPT!;https://chat.openai.com/!;"ChatGPT is a chatbot developed by OpenAI based on a large language model: it enables users to refine and steer a conversation towards a desired length, format, style, level of detail, and language."
/mbaggett/int/img/images/microsoft.svg!;Microsoft Learn!;https://learn.microsoft.com/en-us/!;"Microsoft Learn allows you to learn products and services through task-based, interactive learning. Go at your own pace and have access to everything you need.
/mbaggett/int/img/images/aci.png!;ACI Learning!;https://www.itpro.tv/!;"ACI Learning courses are broken down into half-hour, self-contained chunks. Much more engaging than other training options and the have apps for most devices, including Apple tvOS."
/mbaggett/int/img/images/stormwind-icon.png!;Stormwind Studio!;https://stormwindstudios.com/!;"With Stormwind Studios you can attend unlimited live classes, and if you get busy, watch the recording anytime. They have an extenisve libray of pre-recorded courses as well."
/mbaggett/int/img/images/coursera.svg!;Coursera!;https://www.coursera.org/!;"Coursera is a leading online learning platform for higher education, come to learn skills of the future. Coursera is partnered with top universities and industry educators."
/mbaggett/int/img/images/linkedin.svg!;LinkedIN Learning!;https://www.linkedin.com/learning/!;"LinkedIn Learning is an American online learning platform. It provides video courses taught by industry experts in software, creative, and business skills."
/mbaggett/int/img/images/w3schools.svg!;W3 Schools!;https://www.w3schools.com/!;"W3Schools is a freemium educational website for learning coding online. W3Schools offers courses covering many aspects of web development."
/mbaggett/int/img/images/exercism.svg!;Exercism!;https://exercism.org/!;"Exercism focusses on the learning journey, not the destination. The process and enjoyment of learning is more important than absolute factual correctness."
/mbaggett/int/img/images/edge-impulse.png!;Edge Impulese!;https://studio.edgeimpulse.com/!;"Edge Impulse is the leading development platform for machine learning on edge devices, free for developers and trusted by enterprises."
